op,timestamp_dms,_id,message_id,message_text,chat_id,creator_id,user_type,course_session_id,creator_name,creator_avatar_url,created_at_ms,created_at_ts,rn,_doc
I,2025-12-16 05:54:19.000004,6940f40bb7e9a1769e098731,7d73ad36-e8df-4b0f-8b26-d53f2220e30d,١٠٠,e40659af-af5b-4b40-ab0b-90be7d20ce98,651198,STUDENT,70712,ريما الخريف,,1765864459289,2025-12-16 05:54:19,1,"{ ""_id"" : { ""$oid"" : ""6940f40bb7e9a1769e098731"" }, ""id"" : ""7d73ad36-e8df-4b0f-8b26-d53f2220e30d"", ""text"" : ""١٠٠"", ""chat_id"" : ""e40659af-af5b-4b40-ab0b-90be7d20ce98"", ""creator_id"" : 651198, ""user_type"" : ""STUDENT"", ""metadata"" : { ""courseSessionId"" : 70712 }, ""creator_metadata"" : { ""name"" : ""ريما الخريف"", ""avatarUrl"" : { ""url"" : ""https://cdn.non.sa/images/avatar/female/2.png"" } }, ""created_at"" : { ""$date"" : 1765864459289 }, ""_class"" : ""com.noon.noon2.entity.chat.ChatMessage"" }"
I,2025-12-16 06:06:25.000002,6940f6e1b7e9a1769e09a2c2,592ba002-dc97-4448-8a71-d826737a240f,اناا,e40659af-af5b-4b40-ab0b-90be7d20ce98,651253,STUDENT,70712,سارة السبيعي,,1765865185062,2025-12-16 06:06:25,1,"{ ""_id"" : { ""$oid"" : ""6940f6e1b7e9a1769e09a2c2"" }, ""id"" : ""592ba002-dc97-4448-8a71-d826737a240f"", ""text"" : ""اناا"", ""chat_id"" : ""e40659af-af5b-4b40-ab0b-90be7d20ce98"", ""creator_id"" : 651253, ""user_type"" : ""STUDENT"", ""metadata"" : { ""courseSessionId"" : 70712 }, ""creator_metadata"" : { ""name"" : ""سارة السبيعي"", ""avatarUrl"" : { ""url"" : ""https://cdn.studyatnoon.com/public/school_student/651253/2ea99335-56ad-4ab5-a2b8-7cd72a9c30ab_thumbnail.jpeg"" } }, ""created_at"" : { ""$date"" : 1765865185062 }, ""_class"" : ""com.noon.noon2.entity.chat.ChatMessage"" }"
I,2025-12-16 06:09:16.000002,6940f78cb7e9a1769e09a7dc,8842c1e3-5142-4abb-bba7-c931d39a6bfc,تماااااااا,e40659af-af5b-4b40-ab0b-90be7d20ce98,648844,STUDENT,70712,يالا عقيلي,,1765865356133,2025-12-16 06:09:16,1,"{ ""_id"" : { ""$oid"" : ""6940f78cb7e9a1769e09a7dc"" }, ""id"" : ""8842c1e3-5142-4abb-bba7-c931d39a6bfc"", ""text"" : ""تماااااااا"", ""chat_id"" : ""e40659af-af5b-4b40-ab0b-90be7d20ce98"", ""creator_id"" : 648844, ""user_type"" : ""STUDENT"", ""metadata"" : { ""courseSessionId"" : 70712 }, ""creator_metadata"" : { ""name"" : ""يالا عقيلي"", ""avatarUrl"" : { ""url"" : ""https://cdn.studyatnoon.com/public/school_student/648844/0c922d86-3eed-4c97-9d3b-eeea37f895f8_thumbnail.jpeg"" } }, ""created_at"" : { ""$date"" : 1765865356133 }, ""_class"" : ""com.noon.noon2.entity.chat.ChatMessage"" }"
I,2025-12-16 06:15:00.000002,6940f8e4b7e9a1769e09b600,529dd767-a8e2-4bd1-9ed1-b96426c25c46,عادي تعييدين الي قبل,e40659af-af5b-4b40-ab0b-90be7d20ce98,648901,STUDENT,70712,نوره العبداللطيف,,1765865700229,2025-12-16 06:15:00,1,"{ ""_id"" : { ""$oid"" : ""6940f8e4b7e9a1769e09b600"" }, ""id"" : ""529dd767-a8e2-4bd1-9ed1-b96426c25c46"", ""text"" : ""عادي تعييدين الي قبل"", ""chat_id"" : ""e40659af-af5b-4b40-ab0b-90be7d20ce98"", ""creator_id"" : 648901, ""user_type"" : ""STUDENT"", ""metadata"" : { ""courseSessionId"" : 70712 }, ""creator_metadata"" : { ""name"" : ""نوره العبداللطيف"", ""avatarUrl"" : { ""url"" : ""https://cdn.non.sa/images/avatar/female/1.png"" } }, ""created_at"" : { ""$date"" : 1765865700229 }, ""_class"" : ""com.noon.noon2.entity.chat.ChatMessage"" }"
I,2025-12-16 05:30:42.000002,6940ee82b7e9a1769e095fbb,3956ed04-fbd7-4211-b223-ed39aaf2f9ca,السلام عليكم,e40659af-af5b-4b40-ab0b-90be7d20ce98,651182,STUDENT,70712,ميرا العروان,,1765863042234,2025-12-16 05:30:42,1,"{ ""_id"" : { ""$oid"" : ""6940ee82b7e9a1769e095fbb"" }, ""id"" : ""3956ed04-fbd7-4211-b223-ed39aaf2f9ca"", ""text"" : ""السلام عليكم"", ""chat_id"" : ""e40659af-af5b-4b40-ab0b-90be7d20ce98"", ""creator_id"" : 651182, ""user_type"" : ""STUDENT"", ""metadata"" : { ""courseSessionId"" : 70712 }, ""creator_metadata"" : { ""name"" : ""ميرا العروان"", ""avatarUrl"" : { ""url"" : ""https://cdn.studyatnoon.com/public/school_student/651182/9bbba2ef-2e51-4043-a41f-2e828fdec18a_thumbnail.png"" } }, ""created_at"" : { ""$date"" : 1765863042234 }, ""_class"" : ""com.noon.noon2.entity.chat.ChatMessage"" }"
I,2025-12-16 05:33:32.000004,6940ef2cb7e9a1769e09645f,ca47e0d8-1354-4eb4-93d6-04197fa4cf7f,اي في صوت,e40659af-af5b-4b40-ab0b-90be7d20ce98,652817,STUDENT,70712,منيرة العمران,,1765863212873,2025-12-16 05:33:32,1,"{ ""_id"" : { ""$oid"" : ""6940ef2cb7e9a1769e09645f"" }, ""id"" : ""ca47e0d8-1354-4eb4-93d6-04197fa4cf7f"", ""text"" : ""اي في صوت"", ""chat_id"" : ""e40659af-af5b-4b40-ab0b-90be7d20ce98"", ""creator_id"" : 652817, ""user_type"" : ""STUDENT"", ""metadata"" : { ""courseSessionId"" : 70712 }, ""creator_metadata"" : { ""name"" : ""منيرة العمران"", ""avatarUrl"" : { ""url"" : ""https://cdn.studyatnoon.com/public/school_student/652817/e0ab07eb-a921-4228-89a7-daea228cfb97_thumbnail.jpeg"" } }, ""created_at"" : { ""$date"" : 1765863212873 }, ""_class"" : ""com.noon.noon2.entity.chat.ChatMessage"" }"
I,2025-12-16 05:36:44.000056,6940efecb7e9a1769e096875,135293c9-654e-48c0-8357-01ec2acc6af0,واضح,e40659af-af5b-4b40-ab0b-90be7d20ce98,647344,STUDENT,70712,تالا الموسى ,,1765863404833,2025-12-16 05:36:44,1,"{ ""_id"" : { ""$oid"" : ""6940efecb7e9a1769e096875"" }, ""id"" : ""135293c9-654e-48c0-8357-01ec2acc6af0"", ""text"" : ""واضح"", ""chat_id"" : ""e40659af-af5b-4b40-ab0b-90be7d20ce98"", ""creator_id"" : 647344, ""user_type"" : ""STUDENT"", ""metadata"" : { ""courseSessionId"" : 70712 }, ""creator_metadata"" : { ""name"" : ""تالا الموسى "", ""avatarUrl"" : { ""url"" : ""https://cdn.studyatnoon.com/public/school_student/647344/8a40c781-94e5-4a36-bbc4-2867911fe2ae_thumbnail.jpeg"" } }, ""created_at"" : { ""$date"" : 1765863404833 }, ""_class"" : ""com.noon.noon2.entity.chat.ChatMessage"" }"
I,2025-12-16 05:47:22.000055,6940f26ab7e9a1769e0978c1,41a49318-c363-40d8-a07a-89ea01adb0c7,👏👏👏👏👏👏👏👏👏👏👏,e40659af-af5b-4b40-ab0b-90be7d20ce98,652826,STUDENT,70712,ريما الضلعان,,1765864042881,2025-12-16 05:47:22,1,"{ ""_id"" : { ""$oid"" : ""6940f26ab7e9a1769e0978c1"" }, ""id"" : ""41a49318-c363-40d8-a07a-89ea01adb0c7"", ""text"" : ""👏👏👏👏👏👏👏👏👏👏👏"", ""chat_id"" : ""e40659af-af5b-4b40-ab0b-90be7d20ce98"", ""creator_id"" : 652826, ""user_type"" : ""STUDENT"", ""metadata"" : { ""courseSessionId"" : 70712 }, ""creator_metadata"" : { ""name"" : ""ريما الضلعان"", ""avatarUrl"" : { ""url"" : ""https://cdn.non.sa/images/avatar/female/2.png"" } }, ""created_at"" : { ""$date"" : 1765864042881 }, ""_class"" : ""com.noon.noon2.entity.chat.ChatMessage"" }"
I,2025-12-16 05:51:04.000005,6940f348b7e9a1769e0980fa,2ee36dc4-1308-4b6b-ae3d-c6627e9dea66,ليش مو 2,e40659af-af5b-4b40-ab0b-90be7d20ce98,647465,STUDENT,70712,لينا المهنا,,1765864264734,2025-12-16 05:51:04,1,"{ ""_id"" : { ""$oid"" : ""6940f348b7e9a1769e0980fa"" }, ""id"" : ""2ee36dc4-1308-4b6b-ae3d-c6627e9dea66"", ""text"" : ""ليش مو 2"", ""chat_id"" : ""e40659af-af5b-4b40-ab0b-90be7d20ce98"", ""creator_id"" : 647465, ""user_type"" : ""STUDENT"", ""metadata"" : { ""courseSessionId"" : 70712 }, ""creator_metadata"" : { ""name"" : ""لينا المهنا"", ""avatarUrl"" : { ""url"" : ""https://cdn.studyatnoon.com/public/school_student/647465/18f86eca-7a01-4f25-add6-8f1accd12832_thumbnail.jpeg"" } }, ""created_at"" : { ""$date"" : 1765864264734 }, ""_class"" : ""com.noon.noon2.entity.chat.ChatMessage"" }"
I,2025-12-16 05:40:25.000004,6940f0c9b7e9a1769e096d1c,5b4d0074-0f65-47e9-a9e5-8673854e8c96,لا,e40659af-af5b-4b40-ab0b-90be7d20ce98,651182,STUDENT,70712,ميرا العروان,,1765863625677,2025-12-16 05:40:25,1,"{ ""_id"" : { ""$oid"" : ""6940f0c9b7e9a1769e096d1c"" }, ""id"" : ""5b4d0074-0f65-47e9-a9e5-8673854e8c96"", ""text"" : ""لا"", ""chat_id"" : ""e40659af-af5b-4b40-ab0b-90be7d20ce98"", ""creator_id"" : 651182, ""user_type"" : ""STUDENT"", ""metadata"" : { ""courseSessionId"" : 70712 }, ""creator_metadata"" : { ""name"" : ""ميرا العروان"", ""avatarUrl"" : { ""url"" : ""https://cdn.studyatnoon.com/public/school_student/651182/9bbba2ef-2e51-4043-a41f-2e828fdec18a_thumbnail.png"" } }, ""created_at"" : { ""$date"" : 1765863625677 }, ""_class"" : ""com.noon.noon2.entity.chat.ChatMessage"" }"
I,2025-12-16 05:48:23.000004,6940f2a7b7e9a1769e0979d7,d654536c-9786-4c31-8ba2-e82526a6ed04,3٠14,e40659af-af5b-4b40-ab0b-90be7d20ce98,647465,STUDENT,70712,لينا المهنا,,1765864103835,2025-12-16 05:48:23,1,"{ ""_id"" : { ""$oid"" : ""6940f2a7b7e9a1769e0979d7"" }, ""id"" : ""d654536c-9786-4c31-8ba2-e82526a6ed04"", ""text"" : ""3٠14"", ""chat_id"" : ""e40659af-af5b-4b40-ab0b-90be7d20ce98"", ""creator_id"" : 647465, ""user_type"" : ""STUDENT"", ""metadata"" : { ""courseSessionId"" : 70712 }, ""creator_metadata"" : { ""name"" : ""لينا المهنا"", ""avatarUrl"" : { ""url"" : ""https://cdn.studyatnoon.com/public/school_student/647465/18f86eca-7a01-4f25-add6-8f1accd12832_thumbnail.jpeg"" } }, ""created_at"" : { ""$date"" : 1765864103835 }, ""_class"" : ""com.noon.noon2.entity.chat.ChatMessage"" }"
I,2025-12-16 05:54:14.000005,6940f406b7e9a1769e09872c,de9ae439-833d-4c99-92b0-657da7d4b284,١٠٠,e40659af-af5b-4b40-ab0b-90be7d20ce98,647340,STUDENT,70712,جوري المشرف,,1765864454506,2025-12-16 05:54:14,1,"{ ""_id"" : { ""$oid"" : ""6940f406b7e9a1769e09872c"" }, ""id"" : ""de9ae439-833d-4c99-92b0-657da7d4b284"", ""text"" : ""١٠٠"", ""chat_id"" : ""e40659af-af5b-4b40-ab0b-90be7d20ce98"", ""creator_id"" : 647340, ""user_type"" : ""STUDENT"", ""metadata"" : { ""courseSessionId"" : 70712 }, ""creator_metadata"" : { ""name"" : ""جوري المشرف"", ""avatarUrl"" : { ""url"" : ""https://cdn.studyatnoon.com/public/school_student/647340/0ca34361-4477-4b3b-8d7a-82fec2865c7e_thumbnail.jpeg"" } }, ""created_at"" : { ""$date"" : 1765864454506 }, ""_class"" : ""com.noon.noon2.entity.chat.ChatMessage"" }"
I,2025-12-16 06:00:35.000058,6940f583b7e9a1769e099448,31488608-3d1c-4f4b-a95d-693e90e277f0,انا,e40659af-af5b-4b40-ab0b-90be7d20ce98,651249,STUDENT,70712,سارة السراء Sarah Alsarra,,1765864835680,2025-12-16 06:00:35,1,"{ ""_id"" : { ""$oid"" : ""6940f583b7e9a1769e099448"" }, ""id"" : ""31488608-3d1c-4f4b-a95d-693e90e277f0"", ""text"" : ""انا"", ""chat_id"" : ""e40659af-af5b-4b40-ab0b-90be7d20ce98"", ""creator_id"" : 651249, ""user_type"" : ""STUDENT"", ""metadata"" : { ""courseSessionId"" : 70712 }, ""creator_metadata"" : { ""name"" : ""سارة السراء Sarah Alsarra"", ""avatarUrl"" : { ""url"" : ""https://cdn.studyatnoon.com/public/school_student/651249/2f27c169-9785-4573-833e-cc8330b2d69c_thumbnail.jpeg"" } }, ""created_at"" : { ""$date"" : 1765864835680 }, ""_class"" : ""com.noon.noon2.entity.chat.ChatMessage"" }"
I,2025-12-16 06:00:39.000003,6940f587b7e9a1769e09947f,ea88e3f5-b3ae-4c97-8c90-a97a3a18fa91,عادي اجاوب,e40659af-af5b-4b40-ab0b-90be7d20ce98,647465,STUDENT,70712,لينا المهنا,,1765864839159,2025-12-16 06:00:39,1,"{ ""_id"" : { ""$oid"" : ""6940f587b7e9a1769e09947f"" }, ""id"" : ""ea88e3f5-b3ae-4c97-8c90-a97a3a18fa91"", ""text"" : ""عادي اجاوب"", ""chat_id"" : ""e40659af-af5b-4b40-ab0b-90be7d20ce98"", ""creator_id"" : 647465, ""user_type"" : ""STUDENT"", ""metadata"" : { ""courseSessionId"" : 70712 }, ""creator_metadata"" : { ""name"" : ""لينا المهنا"", ""avatarUrl"" : { ""url"" : ""https://cdn.studyatnoon.com/public/school_student/647465/18f86eca-7a01-4f25-add6-8f1accd12832_thumbnail.jpeg"" } }, ""created_at"" : { ""$date"" : 1765864839159 }, ""_class"" : ""com.noon.noon2.entity.chat.ChatMessage"" }"
I,2025-12-16 06:15:28.000002,6940f900b7e9a1769e09b6d5,97f5bee5-551a-4cb3-b525-2c46e4f56b7a,انا,e40659af-af5b-4b40-ab0b-90be7d20ce98,648844,STUDENT,70712,يالا عقيلي,,1765865728369,2025-12-16 06:15:28,1,"{ ""_id"" : { ""$oid"" : ""6940f900b7e9a1769e09b6d5"" }, ""id"" : ""97f5bee5-551a-4cb3-b525-2c46e4f56b7a"", ""text"" : ""انا"", ""chat_id"" : ""e40659af-af5b-4b40-ab0b-90be7d20ce98"", ""creator_id"" : 648844, ""user_type"" : ""STUDENT"", ""metadata"" : { ""courseSessionId"" : 70712 }, ""creator_metadata"" : { ""name"" : ""يالا عقيلي"", ""avatarUrl"" : { ""url"" : ""https://cdn.studyatnoon.com/public/school_student/648844/0c922d86-3eed-4c97-9d3b-eeea37f895f8_thumbnail.jpeg"" } }, ""created_at"" : { ""$date"" : 1765865728369 }, ""_class"" : ""com.noon.noon2.entity.chat.ChatMessage"" }"
I,2025-12-16 06:15:29.000002,6940f901b7e9a1769e09b6d6,68e39cac-ac45-402d-b357-253cfd8a1b7c,ج,e40659af-af5b-4b40-ab0b-90be7d20ce98,652818,STUDENT,70712,غلا المداني,,1765865729347,2025-12-16 06:15:29,1,"{ ""_id"" : { ""$oid"" : ""6940f901b7e9a1769e09b6d6"" }, ""id"" : ""68e39cac-ac45-402d-b357-253cfd8a1b7c"", ""text"" : ""ج"", ""chat_id"" : ""e40659af-af5b-4b40-ab0b-90be7d20ce98"", ""creator_id"" : 652818, ""user_type"" : ""STUDENT"", ""metadata"" : { ""courseSessionId"" : 70712 }, ""creator_metadata"" : { ""name"" : ""غلا المداني"", ""avatarUrl"" : { ""url"" : ""https://cdn.studyatnoon.com/public/school_student/652818/f8ca71cd-e5f5-45a5-9b76-e6c43c62c89c_thumbnail.jpeg"" } }, ""created_at"" : { ""$date"" : 1765865729347 }, ""_class"" : ""com.noon.noon2.entity.chat.ChatMessage"" }"
I,2025-12-16 05:44:12.000004,6940f1acb7e9a1769e0972a4,35f44176-6aff-4411-b81b-45271e722266,٦٠,e40659af-af5b-4b40-ab0b-90be7d20ce98,647352,STUDENT,70712,موضي الزهراني,,1765863852863,2025-12-16 05:44:12,1,"{ ""_id"" : { ""$oid"" : ""6940f1acb7e9a1769e0972a4"" }, ""id"" : ""35f44176-6aff-4411-b81b-45271e722266"", ""text"" : ""٦٠"", ""chat_id"" : ""e40659af-af5b-4b40-ab0b-90be7d20ce98"", ""creator_id"" : 647352, ""user_type"" : ""STUDENT"", ""metadata"" : { ""courseSessionId"" : 70712 }, ""creator_metadata"" : { ""name"" : ""موضي الزهراني"", ""avatarUrl"" : { ""url"" : ""https://cdn.studyatnoon.com/public/school_student/647352/4b366e9f-97dc-4a3b-a030-38f6f327ad9d_thumbnail.png"" } }, ""created_at"" : { ""$date"" : 1765863852863 }, ""_class"" : ""com.noon.noon2.entity.chat.ChatMessage"" }"
