5:33:33 AM,5:34:31 AM,"طيب عندي أيضا مماس الدائرة. ايش معنى مماس الدائرة؟ مماس الدائرة هو عمودي على قطرها من نقطة التماس. يعني الحين عندي هذي الدائرة. خلونا نمسح. عندي هذي الدائرة. وهذا نصف القطر. كلنا عارفين نصف القطر. لو جاني عمود من برة يمس الدائرة. ركزوا. يمس الدائرة في نفس الوقت بيكون عمودي على عمودي على نصف الدائرة. شو نسمي هذا. نسميه مماس الدائرة. وهذي النقطة نسميها نقطة التماس. هذي مصطلحات أكيد من زمان عارفينها.حلو، طيب اذا كان عندي مثل هذا المثال دائرة. ركزوا معي. النقطة الثالثة. اذا كان عندي دائرة بهذا الشكل ومقاس يعني يمس الدائرة. المقاس هو يمس الدائرة. حلو "
5:34:31 AM,5:34:58 AM,فمس الدائرة في زاوية خارجية بالنقطة خارج الزاوية. فان الضلعين متساويان. يعني والله عندي مثل هذا المثال. تمام. مثل هذه الدائرة. وجاء عندي ضلع رسمناه من برة. هذه نقطة من برة. خلاص لاحظي مس الدائرة. هذا الضلع. وهذا الضلع مس الدائرة. يقول لك ترى هذي الضلعين ايش بتكون. متطابقة. ايش بتكون 
5:34:58 AM,5:36:02 AM,متطابقة. واضح راح تكون ضلعين متطابقة. هذي اهم معلومة نعرفها. هذي مصطلحات عامة في الدوائر. طيب عندي اي دائرة فيها وتر خلاص. وش هو الوتر هذا؟ الوتر هذا هو اللي يكون داخل الدائرة بس ما يكون في المركز مثل هذا الازرق. يكون في الدائرة بس ما يكون في المركز المستقيم الواصل. ركزوا معي مستقيم واصل من مركز الدائرة الى منتصف الوتر. يكون عمودي عليه. يعني المستقيم الواصل مركز الدائرة. تعرف مركز الدائرة. وصل الى منتصف الوتر. يكون عمودي عليه. ايضا ان سمي يسمي معاك معاكس العمود الساقط بمركز الدائرة على الوتر ينصفه. خلاص يعني والله عندي مثل هذا المثال مثل يلا خلنا نقول مثال. لو جينا مثلا هذا الوتر. خلنا نحط شريحة جديدة. 
5:36:02 AM,5:36:06 AM,طيب لو جا عندي هذه الدائرة 
5:36:06 AM,5:36:39 AM,وفيها وتر الوتر هذا الوتر. لاحظوا الوتر ما يكون في النصف. الوتر هذا مثلا نقول 6 سانتي. وهذا مركز الدائرة. هنا مركز الدائرة. مركز الدائرة بهذا الشكل. وشو يقول لك المعلومة؟ يقول ترى مركز الدائرة هذا العمودي عليه الساقط ينصفها. يعني خلي هذا ثلاثة. وهذا ثلاثة. ينصف القطر. ينصب الوتر. عفوا نصف الوتر. تمام. طيب. 
5:36:39 AM,5:36:42 AM,واضح للان. كمل اكمل. هي مصطلحات عامة.
5:36:47 AM,5:36:51 AM, واضح. طيب حلو. اه. 
5:36:51 AM,5:37:03 AM,طيب نجي الحين للزوايا. الزوايا في الدائرة ممتعة جدا جدا جدا. اذا انت فهمتها ممتعة جدا جدا جدا. طيب. 
5:37:03 AM,5:37:53 AM,اعتذر. عندي الزوايا في الدائرة. عندك اي دائرة. خلاص. اذا كان فيها زاوية مرسومة من المركز نسميها الزاوية المركزية. عندنا دائرة. خلاص هذا المركز لو طلع لي رأس كان رأس الزاوية. هذا المركز ايش نسميها؟ الزاوية المركزية نسميها الزاوية المركزية. طيب استاذة كم قياسها الزاوية المركزية هذي مثلا نسميها الف. وهنا باء وهنا جيم. ركزوا في المعلومات اللي اقولها لكم هي ترى مراجعة. طيب لو جيت قلت لك هذي الزاوية. هذي الزاوية قياسها 60 درجة 
5:37:53 AM,5:38:59 AM,فكم يساوي هذا القوس. قلت لي كم يساوي القوس باء جيم من المنفذة. رائعة. العنودو. ريما. ممتازين. تالا الموسى. رائعات جدا. رائعة. سارة السلمي. ممتازين. جوري احسنتم. يقول لك الدائرة الزاوية المركزية تساوي تساوي ماذا؟ تساوي القوس نفسه. واضح ممتازي الزاوية المركزية هي نفسها تساوي القوس نفسه. ليش قلنا مركزية لأنها في المركز. لأن رأسها يتطالع من المركز. واضح. طيب عندنا الزاوية المحيطية. ايش معنى الزاوية المحيطية. الزاوية المحيطية هي زاوية داخل الدائرة حلو لكنها ليست في المركز. وين رأسها. رأسها يكون في محيط الدائرة على محيط الدائرة وضلعها أوتار الدائرة. تمام. يعني مثلا مثلا جيت هنا ورسمت باللون الثاني أو الأزرق. جيت هنا رسمت دائرة بهذا الشكل. 
5:38:59 AM,5:39:20 AM,الأزرق هذا نسميها ايش؟ زاوية محيطية إيش نسميها؟ زاوية محيطية اللي هي رأسها وين يكون رأسها يكون على المحيط وضلعها أوتار الدائرة. واضح كم تساوي المحيطية؟ همممممممممم كم تساوي؟ ممتازة يا لحسنتي 
5:39:20 AM,5:39:39 AM,تبارك الله. رائع الزاوية. ممتازة يا ريمه. رغد رائعات ممتازين يا له. تساوي نصف المركزية. تمام. تساوي نصف المركزية. رائعة. معلومات سابقة وسهل علينا. طيب أيضا. 
5:39:39 AM,5:40:10 AM,واضح الحين. طيب اذا قلنا الزاوية المحيطية تساوي نصف قياس الزاوية المركزية. اشهر تركزوا. لازم تكون مشتركه معها في القوس. مو بروح زاوية ثانية في الدائرة واقول انها تساوي نصفها. لازم يكون مشتركين في نفس القوس. تمام. طيب يعني مثلا عندي هنا اللي مو فاهمين ركزوا معي. مثلا عندي هنا. اذا كان قياس الزاوية المحيطة التي هي الف اربعين فكم تكون قياس الزاوية المركزية. ها.
5:40:12 AM,5:40:15 AM, ها. 
5:40:15 AM,5:40:21 AM,ممتازين. ثمانين. احسنتم. رائعة. ثمانين. واضح. ها. واضح.
5:40:22 AM,5:40:22 AM,12 زاوية. 
5:40:22 AM,5:40:57 AM,اذا الزاوية المحيطية تساوي نصف القياس. الزاوية المركزية والزاوية المركزية تساوي ضعف المحيطية. طيب ميرا ركزي معي يا ماما عندك هذي الدائرة. خلاص عندي هذا المركز عندي هنا. تمام. هذي المركزية مثلا قلنا ستين. فكم تساوي المحيطية؟ شوفي المحيطية. لازم تشتركون في نفس القوس فكم تساوي المحيطية؟ قلنا نصفها. شوفي المحيطية 
5:40:57 AM,5:41:28 AM,تساوي نصف المركزية. حلو. والمركزية ايش تساوي؟ ضعف المحيطية. واضح. واضح. طيب. اذا كان عندي زاوية محيطية. ترى هذي كلها بس قواعد. قواعد. قواعد. لازم نكون احنا فهمناها. الزاوية المحيطية المرسومة في نصف دائرة هي زاوية محيطية مثل هنا الف ميم 
5:41:28 AM,5:42:29 AM,الف باء باء الف جيم. هذه الزاوية هذي زاوية محيطية. لاحظي احد اضلاعها وتر ورأسها محيط الدائرة. يقول لك اذا كانت تمر بنصف الدائرة تنصف الدائرة فمباشرة. فيكون هذا الضلع قائمة. فتكون زاوية قائمة. الزاوية الاخرى زاوية قائمة مباشرة. لماذا قلنا زاوية قائمة؟ لانها نصفت لي الدائرة. لانها. لماذا نصفت لي الدائرة؟ واضح. واضح. المعلومة هذه اذا قلنا. اذا كان زاوية محيطية. زاوية محيطية مرسومة في نصف الدائرة مرسومة في نصف الدائرة. فانها تكون الزاوية الاخرى فيها ها زاوية محيطة. زاوية قائمة. زاوية قائمة. ممتازة. نيجي لاخر نوع من الزوايا المهمة عندنا اللي هي الزاوية المماسية من اسمها مماسية. اذا ايش تمس من. 
5:42:29 AM,5:43:00 AM,ها؟ تمس من تمس الدائرة خلاص. الزاوية المماسية هي زاوية رأسها يكون محيط الدائرة واضح رأسها يكون محيط الدائرة واحد ضلعيها وتر شوفي ضلع وتر. لكن ضلعي الاخر لا مو بوتر محيط مثل كذا. هذي الزاوية المحددة. انا مبسطة لكم. بس حط لكم شريحة جديدة. لقينا هذي الزاوية. تمام. هذي الزاوية خلاص 
5:43:00 AM,5:43:46 AM,احد اضلاعها وتر هذا الوتر. تمام. وهنا الضلع الاخر يمس الدائرة هذه اسمها زاوية مماسية. ايش اسمها. زاوية مماسية. حلو. واضح كيف شكلها لازم يعرفوا كيف المركزية وكيف المحيطية. وكيف المماسية المماسية ضلع يكون داخل الدائرة وضلع يكون برا يمس الدائرة احد اضلاعها وتر طيب. قياس الزاوية المماسية يساوي نصف قياس القوس المحدد بضلعيها داعل الدائرة. يعني مثلا لو جينا نقيس الزاوية هذي الف باء جيم كم تساوي؟ تساوي نصف القوس باء جيم وين قوس باء جيم هذا هو باء جيم. 
5:43:46 AM,5:43:54 AM,هذا الطول باء جيم. هذا شفتوا القوس هذا اللي هنا. باء جيم. فانها تساوي نصفه. يعني 
5:43:54 AM,5:44:07 AM,لو قلت لكم القوس هذا. القوس هذا قياسه. القوس هذا خلينا نقول مثلا 120. تمام. فما قياس الزاوية المماسية. 
5:44:07 AM,5:44:13 AM,فما قياس الزاوية المماسية. هو ترى يعطيك معلومات تساعدك وممتازة. 
5:44:13 AM,5:44:47 AM,ما يحتاج لا تضربين ولا تقسيم ولا شي. هي القواعد. انت لازم تكون فهمتها واضح. اذا الزاوية المماسية عبارة عن نصف القوس اللي هي تكون داخله داخل القوس اللي فيها. طيب ايضا تساوي قياس الزاوية. أيضا تساوي قياس الزاوية المحيطية. تمام. مثلا اعطاني معلومة ما اعطاني طول القوس بس قال لي هنا في زاوية تمام محيطية وقال لي هذي الزاوية 60. بسم الله. هذي الزاوية 60.
5:44:51 AM,5:45:07 AM, اذا اذا اعطاني محيطية في ترى نفسها المماسية. تمام تمام واضح. احيانا يعطيني مصطلحات تساعدني في الحل. تعطينا مصطلحات تساعدني في الحل. واضح يا جميلات. 
5:45:07 AM,5:46:34 AM,طيب يلا اليوم عندنا تمارين باذن الله تكون كثيرة ونفهم عليها اكثر. يلا ابغاكم تحلون هذا النشاط. يلا.يلا 
5:46:34 AM,5:46:42 AM,يلا ما تجاوب. شوفوا كيف الاجابات عشان بس الاجابات الصحيحة تطلع تجاوب. يلا. 
5:46:49 AM,5:46:53 AM,العقيلي يلا يا العقيلي 
5:46:53 AM,5:47:02 AM,يلا الجميع باذن الله يطلع القيمة الثانية اكبر لان الاولى بتساوي ثمانين والثانية بتكون مئة وعشرين. 
5:47:02 AM,5:47:12 AM,يعني الاجابة الصحيحة هي القيمة الثانية اكبر. ممتازة. احسنتي. احسنتي رائعة. ممتازة. تحية لصديقتكم. 
5:47:12 AM,5:48:02 AM,ممتازة يا ليلى. عندنا قياس القوس المقابل للزاوية المركزية ثمانين. اذا هي زاوية مركزية ثمانين. طيب وقياس القوس المقابل الزاوية المحيطة راح يكون ستين. اذا هذا ستين مئة وعشرين. ممتازة. احسنتي. رائعة. رائعة. ممتاز. واضح. طيب ننتقل لموضوع جديد. سهل جدا. اللي هو محيط الدائرة ومساحة الدائرة لازم نكون حافظين القانون هذا. لازم نكون حافظين مساحة الدائرة عبارة عن ماذا؟ ط. الإجابة باء. القيمة الثانية أكبر. ليه؟ لأن هذه المركزية ثمانين. المحيطية شكلنا قلنا ضعفها بتكون مركزية. إذا مركزية بتكون مئة وعشرين. طيب إيش رأيك أنت من المركزية الأكبر بالثمانين ولا المئة وعشرين؟ المئة وعشرين. إذن الإجابة الصحيحة القيمة الثانية أكبر. 
5:48:02 AM,5:48:04 AM,واضح نورا. 
5:48:04 AM,5:48:19 AM,طيب نشوف محيط ومساحة الدائرة. مساحة الدائرة طه في نصف القطر تربيع. حيث أن طه نحن عارفين طه قيمتها كم؟ ممتازة يا سارة. قيمتها ثلاثة. بسم الله ثلاثة.
5:48:22 AM,5:48:59 AM, ثلاثة فاصلة أربعة عشر. وراضي أكتب هنا ثلاثة فاصلة أربعة عشر. حيث أن ممتازين. حيث. حيث أن. أيوه. طيب المحيطية نفس المركزية. إذا كانت نفس المركزية كم بتكون المركزية يا ريما؟ كل ضعفها بدل ما تكون ستين بتصير مئة وعشرين. لأخذ نصها. طيب. محيط الدائرة اثنين طاء نق تربيع أو ممكن نقول طاء نق تربيع طاء في القطر. إذا أنا عندي الحين. عندي الحين محيط. 
5:49:01 AM,5:49:14 AM,عندي محيط الدائرة. وعندي المساحة. لازم أكون الفرق بين القوانين. المحيط عندي عبارة عن ايش؟ اثنين طاء نق. المحيط ما في تربيع. 
5:49:14 AM,5:49:19 AM,تمام. المساحة طاء في نق تربيع. 
5:49:20 AM,5:49:24 AM,واضح. واضح. 
5:49:24 AM,5:49:41 AM,خلاص. اذا المساحة يكون فيها تربيع. بينما المحيط ما يكون فيه تربيع. بدل التربيع خليه اثنين. هذه قوانين المفروض نحن خلاص فاهمينها. طيب أعطيكم هذا النشاط حلوه لي ونشوف. 
5:49:41 AM,5:50:38 AM,كيف 
5:50:45 AM,5:50:52 AM,الحال؟ في اجابات رائعة. في اجابات رائعة. في. في اجابات. ها. 
5:50:52 AM,5:51:00 AM,طيب. 
5:51:00 AM,5:51:38 AM,يلا يا سارة السلمي. يلا اشرحينا كيف حليتي يا سارة. السلام عليكم. سادة. تسمعيني. عليكم السلام. اسمعك. استاذة الصدق. انا حليت الذهن يعني مو بقانون او شي. لانه وشو هو قال انه اربعة سنتيمتر وهو الجزء المظلل واضح انه وشو كذا ربع فهمتي فالربع قلنا واحد خلاص قلته ثلاثة نقص واحد خلاص كذا اربعة نقص واحد طعمية ثلاثة ثلاثة. ايوه ممتاز. احسنتي. ممتازة. اصلا دايما نحل الذهن عادي. ممتاز. احسنتي. رائعة. تحية لسارة. طيب في احد حلها بطريقة القانون.
5:51:39 AM,5:51:59 AM, اصلا واضح يعني الدائرة مقسمة الاربع. خلاص اخذنا جزء منها بقى لي ثلاث اجزاء. احسنتي. رائع جدا. هذه هي الطرق اللي بدكم تتعلمون هي جميلاتي. ابيكم تحلون دائما باسرع طريقة ممكنة. حليت القانون طلع اربع حلو. طيب طلع لك يسار سبعي اربع طاء. طيب اطرح منها واحد. اطرح منها ربع. 
5:51:59 AM,5:52:06 AM,كم بتصير؟ تصير ثلاثة طاء. اي بس يقول الجزء الغير مضلل يبغى الجزء الغير مضلل.
5:52:08 AM,5:52:29 AM, الدائرة كلها بتطلعينها. الدائرة كلها بتطلعينها. الدائرة عبارة عن ايش مساحتها. طاء في نق تربيع نصف القطر. هنا كم اثنين ما راح يكون اربعة نصف القطر. اثنين صح ولا لا؟ الدائرة عندك مقسمة لأربع اقسام. راح قسم منها كم بقى لها جزء ثلاث اجزاء. 
5:52:29 AM,5:52:47 AM,"طيب اللي قالوا ليش نطرح؟ قلنا نصف القطر بكون اثنين. اثنين في طاء.مس-مساحة، اااا عبارة عن ايش؟ طاء نقطة ربيع اثنين اربعة أربعة طاء صح ولا لا؟ مساحتها كلها أربعة طاء نكسر منها واحد "
5:52:47 AM,5:53:25 AM,عشان عندي جزء واحد مظلل فيه أصبح مني كام؟ ممتازين أحسنتم. طيب نجي الحين للي الدائرة. إذا كان عندك دائرة مرسوم داخلها أشكال سواء كان مربع مثلث سداسي كلها بتعرف عليها. الأربعة قطر كامل صح يا لينا. بس نصف القطر كم؟ اثنين. طيب اثنين لو ربعنا بصير أربعة. طيب يلا خلينا ننتقل لموضوعنا الجديد اللي هو الرباعي أو الأشكال المرسومة داخل الدائرة. إذا كان رباعي دائري هو شكل رباعي رؤوسه الأربعة تقع على الدائرة.
5:53:26 AM,5:53:35 AM, يعني عندك دائرة تمام داخلها شكل رباعي. ركز بهذا الكلام داخلها شكل رباعي. أيا كان هذا الشكل.
5:53:36 AM,5:53:41 AM, بسم الله. 
5:53:41 AM,5:54:12 AM,بهذا الشكل أهم شي رؤوسها وين تكون؟ تكون تقع على محيط الدائرة. ايش المعلومة تقول لنا؟ إذا كان رباعي وداخل دائرة فإن كل زاويتين متقابلتان متكاملتان. ممتازة أحسنتي يا تالا. يعني ايش بدكها مثال؟ يعني 180 درجة مجموعهم. يعني فرضا هذي 80. هذي كم بتكون المقابلة لها مباشرة كم بتكون؟ ها؟ إذا هذي 80. المقابلة كم بتكون؟ 
5:54:12 AM,5:54:40 AM,امممم مية. أحسنتي يا ريناد. أحسنتم يا ممتازين. ريما. بارك الله فيكم. جانا. الجميع رائع. واضح؟ هذي المعلومة بيقول لكم اياها. اذا كان عندي دائرة داخلها اي شكل رباعي. استاذة كيف شكل رباعي لازم رؤوسه تقع وين؟ تقع في محيط الدائرة. فإن كل زاويتين متقابلتان متكاملتان. هذي الزاوية مع هذي الزاوية مجموعهم لازم يطلع لي كم 180. واضح؟ طيب نجي عند الشكل الثاني اللي هو المثلث. 
5:54:40 AM,5:54:52 AM,إذا كان عندي دائرة داخلها مثلث خلاص كيف أطلع طول الضلع؟ كيف نطلع طول الضلع؟ شوفوا معي عندي دائرة 
5:54:52 AM,5:54:57 AM,تمام؟ داخلها مثلث بهذا الشكل. 
5:54:57 AM,5:55:55 AM,راح تلاحظين لازم رؤوسها تكون تقع على الدائرة. قال لك نصف الدائرة. هو أعطانا قال نصف القطر يساوي مثلا اثنين. فكم طول الضلع؟ يبي طول الضلع هذا ايش تقول لك القاعدة؟ تقول لنا القاعدة. طول الضلع تاخذين نصف القطر. تمام. نأخذ نصف القطر ونضربه في جذر ثلاثة. خلاص ناخذ نصف القطر ونضربه في جذر 3. هذه القاعدة تقول لنا كذا. يعني عندي حد يجي تقول لي إيش ضربت في جذر 3. بسم الله في جذر 3. تمام. إذا كان عندي مثلث مرسوم داخل دائرة حلو. رؤوسه على محيط الدائرة. إذا كنت أبغى أطلع طول الضلع. شو نسوي؟ نأخذ نصف القطر ونضربه في جذر 3. يعني مثل المثال اللي أمامنا الحين نصف القطر الاثنين. إذن كم طول الضلع هذا؟ كم طول الضلع؟ اثنين جذر ثلاثة. واضح؟ 
5:55:55 AM,5:56:01 AM,واضحة المعلومة هذي؟ ها؟ 
5:56:01 AM,5:56:49 AM,ممتازة. ممتازة. واضح؟ طيب لو جاني مربع ها؟ لو جاني مربع. نفس الفكرة. جاني مربع. متطلعين طول ضلع المربع. تاخذين نصف القطر لكن تضربينه في جذر اثنين. واضح؟ ناخذ جذر نصف القطر ونضربه في جذر 2. لا ما نطلع الإجابة النهائية أصل ما تطلع. ما تقدري تطلعين جذر 3 يا جانا بدون آلة. تمام ما نقدر نطلع. واضح؟ إذا كان مربع. نضربه في جذر 2. إذا كان سداسي. ركزوا معي. إذا كان سداسي فقط نطلع الطول. إذا كان بطول الضلع ناخذ نصف القطر. تمام. إذن إذا كان مثلث نضرب نصف القطر في جذر 2. إذا كانت دائرة 
5:56:49 AM,5:57:18 AM,وداخلها مربع داخلها مربع. مو أي شكل ثاني ولا مستطيل مربع. فعندها طول الضلع عبارة عن ايش؟ نصف القطر نضربه في كم في جذر اثنين؟ تمام. أما إذا كان دائرة وداخلها شكل سداسي سداسي فعبارة عن ايش طول ضلعه؟ عبارة عن نصف القطر بالضبط. واضحة؟ واضحة المعلومات هذي؟ طيب 
5:57:18 AM,5:57:29 AM,ممتاز. طيب هذي طبعا تكون مظلعات متقدمة. طيب لو كان عندك العكس. لو كان عندي مربع داخله دائرة. 
5:57:29 AM,5:57:32 AM,تمام. مربع داخله دائرة.
5:57:39 AM,5:57:44 AM, طيب اذا كان عندنا مربع المربع هذا.
5:57:46 AM,5:57:50 AM, بسم الله. 
5:57:50 AM,5:57:55 AM,مربع. والمربع هذا داخله دائرة. 
5:57:56 AM,5:59:01 AM,بهذا الشكل. أحسنتم。 الضلع يساوي نصف القطر. اذا كان ضلعه مثلا هنا قلنا ضلعه أربعة فكم نصف فكم قطرة؟ عفوا كم طول القطر كامل بنقول أربعة. لو يجينا نصف القطر كم يساوي 2. هذي معلومات سهلة جدا. واضح؟ طيب اذا كان عندي دائرة بس داخلها مرسوم. ركزوا معي دائرة مرسوم داخلها مستطيل أو مربع خلاص. فعندي قطر المستطيل أو مربع هو نفس قطر الدائرة. تمام. قطر المستطيل أو المربع هو قطر الدائرة. يعني والله عندي بهذا الشكل طلع لي قطر هذا عندي شوف اصلا. لاحظ القطر هو أصلا يمثل لي نصف عفوا يمثل لي قطر كامل. يعني لو جيت قلت لكهذا الدائرة. داخلها مستطيل. وكان نصف قطر عفوا كان قطره كاملا عشرة. فما هو نصف القطر؟ ركز في السؤال فما هو نصف القطر؟ 
5:59:01 AM,5:59:31 AM,أحسنت خمسة ممتازين. طيب إذا ما عطى القطر كيف أحسبها؟ إذا ما أعطاك القطر بيعطيك نصف نصف قطر طلع نصف القطر تمام هذا وين في المستطيل وفي المربع داخل ماذا؟ داخل الدائرة واضح واضح. يلا حلول لهذا النشاط يا جميلات. 
5:59:31 AM,6:00:54 AM,جازين رائعات جدًا رائعات. أعتقد الإجابة واضحة صح؟ يلا مين مطلع معاي؟ والله ودي كلكم تطلعون وكلكم نسمع أصواتكم. طيب. 
6:00:54 AM,6:01:05 AM,يلا يا جنى. جنى الحسناء. أول رحلة. القانون. يلا شتقول بقاعده. 
6:01:06 AM,6:01:23 AM,متكامله. ايوه اي زاوية. ممتازه. شكله مربط. ممتازه. تحيا صديقتكم رائعه. احسنتي. طيب الحين ابيكم تحلوا لكل سؤال. 
6:01:23 AM,6:01:26 AM,لا والله. يلا 
6:01:26 AM,6:01:34 AM,يلا معاكم خمس دقائق حلوه وبعدين نتناقش فيه. 
6:06:14 AM,6:06:22 AM,يلا يا جميلات. يلا ما تحلي معي السؤال الاول. يلا اذا كان عندي اذا كان عندي 
6:06:22 AM,6:06:30 AM,ضلعين طابقين. اذا هو مثلث ماذا؟ 
6:06:30 AM,6:06:31 AM,سلام عليكم. تسمايني. 
6:06:31 AM,6:06:34 AM,بالتوفيق. يلا يلا يا سارة. 
6:06:34 AM,6:06:45 AM,كم تكون زاوية 50. حطيت 45 لانه كذا حليتها ذهنيا بعد قلت انه حط شي خطتين هذي لفوق هي متطابقتين. فقلت انه اذا هي متطابقة 25. 45. 
6:06:45 AM,6:06:58 AM,ممتاز. اي مثلث متطابق الضلعين نعرف ان زاويته 45. ممتاز. أحسنتي يا سارة. يعطيك العافية. يلا اللي بعده سريع. يلا عشان الوقت يا جميلات. 
6:06:58 AM,6:06:59 AM,يلا. 
6:07:03 AM,6:07:06 AM,يلا. سارة السرعة. يلا 
6:07:06 AM,6:07:15 AM,قاطعين من عندك يا سارة. سلامي. أيوا يلا سريع. 
6:07:15 AM,6:07:16 AM,هاه سارة. 
6:07:16 AM,6:07:18 AM,انت تسمعيني. 
6:07:18 AM,6:07:20 AM,اسمعك. اتفضلي. 
6:07:20 AM,6:07:26 AM,النقسم. 90 على 160. 
6:07:26 AM,6:07:29 AM,تمام. 
6:07:29 AM,6:07:33 AM,ونقسم اللي هو 2 8 على 2. 
6:07:33 AM,6:07:36 AM,طيب كم طلع لك؟ 
6:07:36 AM,6:07:41 AM,طلع لي اللي هو اسمه اثنين زائد 8. 
6:07:41 AM,6:07:50 AM,اللي هو 2 طاء زائد 8. أحسنت ممتاز. شو سويت يا سارة بس عشان زميلاتك. اول شي مجموعة دائرة كاملة 360 صح؟ 
6:07:50 AM,6:07:54 AM,اي ناقص اثنين 8 على 2. 
6:07:54 AM,6:07:57 AM,ممتاز. احسنت. 
6:07:57 AM,6:08:49 AM,طلعت لنا 2 طاء زائد 8. احسنت يا سارة. تحية لسارة. يلا سريع. يلا اللي بعده. اللي هو طيب احلها لكم انا. يلا خلاص يا سارة يعطيك العافية. طيب يلا اعطينا الاجابة على طول يا تالا. يلا يا تالا اعطينا الاجابة. باقي عندكم نشاط تحلونه. الاجابة تقريبا 16 لانه هو 15 من الشكل. ممتازة. هو يقول لك دائرة داخلها مستطيل. هذا اربعة. وهذا ثلاثة. احنا لازم ناخذ الوتر هذا. الوتر. عرفنا احنا مثلثات مشهورة ثلاثة واربعة. هذا بيكون مباشرة ايش؟ خمسة. الخمسة بضربها ب3 فاصلة اربعطعش راح تطلعي تقريبا 15 وبعدها فاصلة. ممتازة يا سارة احسنتي. يعطيك العافية. طيب يلا اللي بعده. 
6:08:49 AM,6:08:56 AM,اللي بعده. يلا. 
6:08:56 AM,6:14:04 AM,طيب اللي بعده. هنا الزاوية سين وهنا خمسين. احنا عندي ضلع سين وخمسين. هنا كم بتكون؟ همم. اذا هذي خمسين هذي بتكون خمسين. اذا 100 كم بيبقى لي بيبقى لي 80. تبقى لنا 80. هنا. الدائرة المحيطة ايش قلنا. من الاكبر قوس دال جيم ولا الف جي الف باء. هم اصلا متساوية. لماذا هذا خمس ستين وهذا خمس ستين. احنا قلنا القوس يساوي ماذا؟ يساوي الزاوية المركزية. طيب يلا حلول هذا النشاط ان شاء الله ما يطول. اذا خلصت قولوا خلصنا عشان يمديني اشرح بعض الامثلة.معليش جالسة اشرح طول الوقت بدون مايك. طيب عندي هنا في هذا الشكل المثلث المجاور ميم واو ميم نون متطابقة الاضلاع اذا كان متطابق الاضلاع كم زاويته؟ زاويته 60. طيب وهي زاوية ماذا؟ محيطية. والمحيطية عبارة عن ماذا؟ ضعف المركزية. اذا الاجابة الصحيحة ستكون 120. ممتازين. احسنتم. ممتازين. طيب اذا كان طول قطر الدائرة 10 فما طول الوتر الف باء؟ اممممم 
6:14:04 AM,6:14:21 AM,فما طول الوتر الف باء. يلا يا ها. ممتازة. احسنتي. يلا يا لميا ولا تزعجي. لميا. يلا اطلعي جاوبي. بس تعريفي على وقت. 
6:14:21 AM,6:14:38 AM,اول شي قلي طول القطر 10 فهيبي طول الوتر الف باء. انا سويت نضيعت في الغوص وطلع لي 16. طيب فوش هو قال طول الوتر الف باء يساوي ضعف نص طول الوتر فثمانية. 
6:14:38 AM,6:14:56 AM,ممتازة. احسنتي ثمانية. احسنتي. رائع. يعطيك العافية. طيب الشكل المقابل. اول شي القياس القوس با جيم. احنا شكلا في القوس با جيم ها شكلا في القوس با جيم مركزية زاوية مركزية. ها؟ 
6:14:56 AM,6:15:01 AM,يلا يا سارة سباعي. ها اذا كانت زاوية مركزية ما هي 
6:15:01 AM,6:15:06 AM,طلعتك يسارة ولا لا؟ 
6:15:06 AM,6:15:10 AM,يلا يا سارة سبعي. دك قياس القوس.
6:15:12 AM,6:15:17 AM, -لانه مقابل وزاوية مركزية. 
6:15:17 AM,6:15:18 AM,ممتاز. 
6:15:18 AM,6:15:18 AM,مركزية. 
