5:49:32 AM,5:49:40 AM,الزاوية ممتاز. عندي هذي الضلعين القائمين كاني ابغى اجيب الوتر صح ولا لا؟ ايوه كم 
5:49:40 AM,5:49:44 AM,يساوي. 
5:49:44 AM,5:50:29 AM,ممتاز. يساوي الجذر التربيعي الستة وثلاثين زائد اربعة وستين اللي هو اربع الضلعين هذه واجمعهم تحت الجذر يساوي جذر مئة يساوي عشرة. طيب استاذ لازم استخدم فيثاغورس اذا ما تعرف المثلثات الخاصة او المشهورة. هذا المثلث اللي تعرفونه. ثلاثة. اربعة. خمسة. صح. صح. ايوه. جميل. ثلاثة. اربعة. خمسة. طيب لو خل هذا ستة. وهذا ثمانية. اذا هذا عشرة. وهكذا. لو خل هذا مثلا تسعة. وهذا 12. اذا هذا بكون خمسطعش. هذا المثلث المشهور. طيب انا ايش جبت الحين يا كرم. الالف باء صح. 
5:50:29 AM,5:50:31 AM,طول الوتر عشرة اللي هو الف باء 
5:50:31 AM,5:50:38 AM,مش الوتر ايش اسمه القطر صح؟ قطر بس ايش يبغاه؟ ايش يبغى؟ ايش يبغى؟ 
5:50:38 AM,5:50:40 AM,نصف القطر. 
5:50:40 AM,5:50:52 AM,نصف القطر. اذا اقسم العشرة على اثنين. اذا النق يساوي خمسة. اجابة صحيحة وكافية وشافية ووافية. بيض الله وجهك. الله يعطيك العافية يا كرم. شكرا لك. يلا نروح للي بعده. يا شباب.
5:50:55 AM,5:51:23 AM, انتبهوا معي. مساحة الدائرة طاء نق تربيع. تضرب نصف القطر تربيع في طاء. او احيانا الطاء قد يكون ثلاثة فاصلة اربعة عشر. والمحيط هو القطر او نصف القطر في اثنين ونضربها في طاء. سهلة ان شاء الله. نبدأ. السؤال. يلا. 
5:51:27 AM,5:51:41 AM,ركزوا يا شباب. الجزء المظلل كم نسبته من الدائرة؟ تجيب مساحة الدائرة. وبعدين تشوف الجزء المظلل كم نسبته من الدائرة؟ هل هو الربع؟ الثلث. النص. ثلثين. يعني 
5:51:41 AM,5:51:54 AM,اول شي لازم تحدد نسبة الجزء المظلل. قد يكون ربع. قد يكون نص. قد يكون خمس. قد يكون سدس. قد يكون ثلثين. وهكذا. 
5:51:54 AM,5:52:14 AM,يلا ما نقطع الشاش.
5:52:17 AM,5:52:18 AM,[صوت موسيقى] 
5:52:18 AM,5:52:30 AM,سريعا احد بيطلب ماي. معنا اول واحد طلب فارس. ليس فارس. خالد يا خالد. يلا يا خالد. مع 
5:52:30 AM,5:52:40 AM,ان اتوقع اجابتك هاته يا خالد. تسمعني يا خالد. بس افتح المايك. يلا يا خالد. 
5:52:40 AM,5:52:44 AM,انا غلطت في السؤال بس اني فهمته بعد ما غلطت. 
5:52:44 AM,5:52:45 AM,يلا روح يا خالد. 
5:52:45 AM,5:52:53 AM,يقولون في الشكل التالي دائرة نصف قطرها 3 سنتيمتر. مساحة الجزء المظلل. 
5:52:53 AM,5:52:54 AM,ممتاز 
5:52:54 AM,5:52:56 AM,ولو... 
5:52:56 AM,5:53:03 AM,لو نلاحظ ان الجزء الغير مظلل. زاويته 120 اللي هي ثلث ثلث المثلث الدائرة. 
5:53:03 AM,5:53:10 AM,المثال 120 هي ثلث الدائرة صح؟ صح. اذا المضلل كم هو؟ 
5:53:10 AM,5:53:13 AM,240. 
5:53:13 AM,5:53:32 AM,كم نسبته. ممتاز 240. اذا باقي من 360. 240. اذا ابغى احسب نسبة نسبة المضلل. نقسمها على 360 يساوي الصفر يروح مع الصفر. و24 نبسطها مع 36 بنقسمهم على على كام 
5:53:32 AM,5:53:37 AM,على 6 صح 6 على 6 
5:53:37 AM,5:53:59 AM,او على 12 افضل 24 على 12 بكم ب2. وستة وثلاثين على اثنعش بكم؟ ثلاثة اذا قسمنا على اثنعش وقسمنا على اثنعش بدل ما نبسط مرتين والصفر يروح مع الصفر. اذا كم نسبة المضلل؟ ثلثين ثلثين صحيح. كم مساحة الدائرة؟ احسب لي مساحة الدائرة. 
5:53:59 AM,5:54:08 AM,اللي هو قال لي الحين في المعطيات ان نصف قطرها ثلاثة. الدائرة طاء نقط تربيعي اللي هي نصف القطر ثلاثة تربيع تسعة. 
5:54:08 AM,5:54:13 AM,طه اي ممتاز. طيب مساحة المضلل. 
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
